Datos;TreeSort;HeapSort;MergeSort;QuickSort;Introsort;TimSort
10;0.00427906840000000000;0.02640616770000000000;0.00416312190000000000;0.01998176680000000000;0.00375337210000000000;0.01965273200000000000;0.00367773800000000000;0.01959401620000000000;0.00419578980000000000;0.01996978530000000000;0.00421355790000000000;0.02006416890000000000;
20;0.00322715020000000000;0.01727904550000000000;0.00348594910000000000;0.01860150810000000000;0.00305184650000000000;0.01861361580000000000;0.00312110880000000000;0.01790596710000000000;0.00339237450000000000;0.01859392300000000000;0.00352373560000000000;0.01998328410000000000;
40;0.00302304900000000000;0.01802727220000000000;0.00283899840000000000;0.01719761430000000000;0.00302596160000000000;0.01770744680000000000;0.00305521490000000000;0.01706952170000000000;0.00290705110000000000;0.01851095440000000000;0.00305363410000000000;0.01864894170000000000;
80;0.00297418200000000000;0.01744351880000000000;0.00267486700000000000;0.01609354160000000000;0.00283871590000000000;0.01628464960000000000;0.00304331890000000000;0.01619777240000000000;0.00292406660000000000;0.01816586540000000000;0.00267885490000000000;0.01628592970000000000;
160;0.00280520280000000000;0.01608148910000000000;0.00279237790000000000;0.01687179430000000000;0.00271308680000000000;0.01685020850000000000;0.00290630850000000000;0.01741582850000000000;0.00292038480000000000;0.01682155990000000000;0.00275975110000000000;0.01752564530000000000;
320;0.00282134590000000000;0.01667403460000000000;0.00297171830000000000;0.01799405200000000000;0.00310014680000000000;0.01758779290000000000;0.00270152690000000000;0.01580514410000000000;0.00277582180000000000;0.01597807950000000000;0.00281679630000000000;0.01802718950000000000;
640;0.00318257860000000000;0.01793970970000000000;0.00317732190000000000;0.01817450770000000000;0.00282722880000000000;0.01728829780000000000;0.00319234420000000000;0.01705747480000000000;0.00287520540000000000;0.01684237760000000000;0.00300543170000000000;0.01872432370000000000;
1280;0.00311831630000000000;0.01944715960000000000;0.00324031690000000000;0.02048290760000000000;0.00315294760000000000;0.01997826540000000000;0.00355192890000000000;0.01803982770000000000;0.00331469640000000000;0.01860484740000000000;0.00301995870000000000;0.01939973920000000000;
2560;0.00355379870000000000;0.02269889390000000000;0.00397393120000000000;0.02593128840000000000;0.00344269260000000000;0.02389718450000000000;0.00412792370000000000;0.01946387340000000000;0.00360594510000000000;0.02051185420000000000;0.00336153620000000000;0.02282546200000000000;
5120;0.00531263520000000000;0.03325044430000000000;0.00490118590000000000;0.03558707570000000000;0.00468832290000000000;0.03362425650000000000;0.00417851620000000000;0.02462648220000000000;0.00436964150000000000;0.02763189460000000000;0.00409327100000000000;0.03051434700000000000;
10240;0.00690167300000000000;0.05515770510000000000;0.00717555430000000000;0.05970219440000000000;0.00669706700000000000;0.05424784560000000000;0.00627579940000000000;0.03176024300000000000;0.00588037870000000000;0.03349332550000000000;0.00551951930000000000;0.04796210070000000000;
20480;0.01141108800000000000;0.10111842060000000000;0.01314017480000000000;0.10617516960000000000;0.00930615540000000000;0.09254856970000000000;0.00969901620000000000;0.05709037950000000000;0.01098532070000000000;0.07015637200000000000;0.01187777320000000000;0.09052722370000000000;
40960;0.02117993690000000000;0.18325099660000000000;0.02214533750000000000;0.21853719680000000000;0.01648068080000000000;0.17864529170000000000;0.01670847750000000000;0.09130607450000000000;0.01660252550000000000;0.09459654530000000000;0.01479787810000000000;0.15909345680000000000;
81920;0.04126784170000000000;0.44837039750000000000;0.04357355670000000000;0.44697186190000000000;0.03042623350000000000;0.36050741860000000000;0.03145172650000000000;0.18402586540000000000;0.03470257590000000000;0.18506794240000000000;0.03077025140000000000;0.32518286660000000000;
163840;0.08815964980000000000;01.05461868150000000000;0.08693130530000000000;0.99447711620000000000;0.05937135910000000000;0.74668004550000000000;0.05674298730000000000;0.38018537700000000000;0.06480907720000000000;0.36019808470000000000;0.05359753550000000000;0.66565993660000000000;
327680;0.18388261900000000000;02.60129830050000000000;0.19184647850000000000;02.47849579100000000000;0.13639524570000000000;01.83589411740000000000;0.11201656460000000000;0.76556824880000000000;0.11962372040000000000;0.74145741680000000000;0.10441877330000000000;01.40606280760000000000;
655360;0.39521428450000000000;05.72535623550000000000;0.37251830970000000000;04.88059892850000000000;0.23431111210000000000;03.30688424000000000000;0.22432625840000000000;01.67755812460000000000;0.24454672610000000000;01.60429091490000000000;0.21238544170000000000;03.04807263520000000000;
